secID,ticker,exchangeCD,ListSectorCD,ListSector,transCurrCD,secShortName,secFullName,listStatusCD,listDate,delistDate,equTypeCD,equType,exCountryCD,partyID,totalShares,nonrestFloatShares,nonrestfloatA,officeAddr,primeOperating
"000065.XSHE","000065","XSHE",1,"主板","CNY","北方国际","北方国际合作股份有限公司","L","1998-06-05",,"A","沪深A股","CHN",58,253401907,253401907,253401907,"北京市广安门大街338号港中旅大厦11层","各类型工业、能源、交通、民用工程建设项目的施工总承包；承包境外工程及境内国际招标工程；上述境外工程所需的设备、材料出口；对外派遣实施上述境外工程所需的劳务人员；自营和代理各类商品及技术的进出口业务，但国家限定公司经营或禁止进出口的商品及技术除外；经营进料加工和“三来一补”业务；经营对销贸易和转口贸易；铝型材、铝门窗、铝制品、建筑幕墙和室内外装饰工程设计、制作、施工、机械安装及修理。"
"000066.XSHE","000066","XSHE",1,"主板","CNY","长城电脑","中国长城计算机深圳股份有限公司","L","1997-06-26",,"A","沪深A股","CHN",59,1323593886,1323570126,1323570126,"广东省深圳市南山区科技工业园长城计算机大厦","电子计算机硬件、软件系统及网络系统、电子产品、液晶电视、等离子电视、电话机的技术开发、生产、销售及售后服务，并提供相关的技术和咨询服务；投资兴办实业(具体项目另行申报)；国内商业、物资供销业(不含专营、专控、专卖商品)；自营进出口业务(具体按深贸营登证字第49号文执行)；经营自行开发的软件及电子出版物；零售各类软件及电子出版物；房屋、设备等固定资产租赁、物业管理及相关服务业务。"
"000068.XSHE","000068","XSHE",1,"主板","CNY","*ST华赛","深圳华控赛格股份有限公司","L","1997-06-11",,"A","沪深A股","CHN",60,1006671464,896671464,896671464,"广东省深圳市福田区深南大道6015号本元大厦23B","生产经营彩管玻壳及其材料、玻璃器材、平面显示器件玻璃及其材料，精密机械加工，仓储物流、新能源开发与制造、数据转化处理。"
"000069.XSHE","000069","XSHE",1,"主板","CNY","华侨城A","深圳华侨城股份有限公司","L","1997-09-10",,"A","沪深A股","CHN",61,7271342722,3112464075,3112464075,"广东省深圳市南山区华侨城集团办公大楼","旅游及其关联产业的投资和管理；房地产、酒店开发经营；自有物业租赁；向金融保险行业投资；商贸、餐饮、娱乐业经营和管理；文化活动的组织策划；文化艺术、会议展览服务；旅游项目策划、设计；旅游信息服务；旅游工艺品制作与销售。投资兴办实业（具体项目另行申报）；国内商业（不含专营、专控、专卖商品）；经营进出口业务（法律、行政法规、国务院决定禁止的项目除外，限制的项目须取得许可后方可经营）。（具体经营范围以政府工商登记部门批准的为准）。"
"000070.XSHE","000070","XSHE",1,"主板","CNY","特发信息","深圳市特发信息股份有限公司","L","2000-05-11",,"A","沪深A股","CHN",62,271000000,258565938,258565938,"广东省深圳市南山区高新区中区科丰路2号特发信息港大厦B栋18楼","光纤、光缆、光纤预制棒、电子元器件、通讯设备的生产（生产项目另办执照）；通信设备系统工程的设计、安装、维护、调试、咨询；软件工程的开发、销售、服务；计算机网络系统集成、通讯信息服务（不含限制项目）；国内商业、物资供销业（不含专营、专控、专卖商品）；进出口贸易业务；自动化设备应用技术的开发；自有物业租赁、物业管理；电力线缆、电力通信光缆、金具及附件。"
"000078.XSHE","000078","XSHE",1,"主板","CNY","海王生物","深圳市海王生物工程股份有限公司","L","1998-12-18",,"A","沪深A股","CHN",63,731713855,730767953,730767953,"广东省深圳市南山区郎山二路北海王技术中心科研大楼1栋","生产经营生物化学原料、制品、试剂及其它相关制品（以上不含专营、专控和专卖商品；开发生物化学产品和其他相关制品；自营进出口业务（按深贸管证字第70号文规定执行）；投资兴办实业（具体项目另行申报）。"
"000088.XSHE","000088","XSHE",1,"主板","CNY","盐田港","深圳市盐田港股份有限公司","L","1997-07-28",,"A","沪深A股","CHN",64,1942200000,1942127797,1942127797,"广东省深圳市盐田区盐田港海港大厦17-20层","码头的开发与经营；货物装卸与运输；港口配套交通设施建设与经营；港口配套仓储及工业设施建设与经营；港口配套生活服务设施的建设与经营；集装箱修理；转口贸易。货物及技术进出口。"
"000089.XSHE","000089","XSHE",1,"主板","CNY","深圳机场","深圳市机场股份有限公司","L","1998-04-20",,"A","沪深A股","CHN",65,1691822108,1691727180,1691727180,"广东省深圳市宝安国际机场机场路机场信息大楼","投资兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；航空客货地面运输及过港保障与服务；机场航空及辅助设备投资业务；进出口业务（凭批准证书经营）。"
"000090.XSHE","000090","XSHE",1,"主板","CNY","天健集团","深圳市天健(集团)股份有限公司","L","1999-07-21",,"A","沪深A股","CHN",66,552530794,552530794,552530794,"广东省深圳市福田区滨河大道5020号证券大厦21楼","1、市政公用工程施工总承包特级；可承担各类市政公用工程的施工。      2、房屋建筑工程施工总承包壹级；可承担单项建安合同额不超过企业注册资本金5倍的下列房屋建筑工程的施工。      3、公路工程施工总承包壹级；可承担单项合同额不超过企业注册资本金5倍的各等级公路及桥梁、长度3000米及以下的隧道工程的施工。      4、地基与基础工程专业承包壹级；可承担各类地基与基础工程的施工。      5、土石方工程专业承包壹级；可承担各类土石方工程的施工。      6、公路路面工程专业承包壹级；可承担各级公路的各类路面和钢桥面工程的施工。      7、公路路基工程专业承包壹级；可承担各级公路的土石方、中小桥涵、防护及排水、软基处理工程的施工。      8、城市轨道交通工程专业承包资质；可承担城市地铁、轻轨等轨道交通工程的施工。      9、水利水电工程施工总承包贰级；可承担单项合同额不超过企业注册资本金5倍的下列工程的施工：库容1亿立方米、装机容量100MW及以下水利水电及辅助生产设施的建筑、安装和基础工程的施工。      10、机电安装工程施工总承包贰级：可承担投资额3000万元及以下的一般工业、公用工程和公共建筑的机电安装工程的施工。      11、房地产开发房壹级；经营房地产开发、商品房经营、物业管理。      12、投资建设并收费经营公路、桥梁、各类城市基础设施及环保工程项目；投资开发房地产业。      13、董事会决定并经工商行政管理局批准的其他经营项目。      上述经营范围以登记机关核准登记的为准。"
"000096.XSHE","000096","XSHE",1,"主板","CNY","广聚能源","深圳市广聚能源股份有限公司","L","2000-07-24",,"A","沪深A股","CHN",67,528000000,510848000,510848000,"广东省深圳市南山区海德三道天利中央商务广场22楼","兴办实业（具体项目另行申报）；国内商业、物资供销业（不含专营、专控、专卖商品）；投资电力企业（具体项目另报）；成品油（由分支机构经营）；经营液化石油气（限瓶装，经营场地另办执照）；进出口业务按《中华人民共和国进出口企业资格证书》办。"
"000099.XSHE","000099","XSHE",1,"主板","CNY","中信海直","中信海洋直升机股份有限公司","L","2000-07-31",,"A","沪深A股","CHN",68,606070420,606070420,606070420,"广东省深圳市南山区南海大道21号深圳直升机场","陆上石油服务、海上石油服务、人工降水、医疗救护、航空探矿、直升机引航作业、通用航空包机飞行、公务飞行、空中游览、出租飞行、直升机机外载荷飞行、航空器代管业务、私用飞行驾驶执照培训；航空摄影、空中广告、海洋监测、渔业飞行、气象探测、科学实验、城市消防、空中巡查、航空护林、空中拍照；中国民用航空局135部规定的通用航空业务。直升机、二手飞机、报废飞机、航空设备、器材及零配件的出口业务；直升机、航空设备、器材及零配件、机场场站设备的进口业务；接受委托代理上述进出口业务；与境外公司（机构）签订有关租用直升机、固定翼飞机及飞行员、机械师的合同；自营和代理除国家组织统一联合经营的16种出口商品和国家实行核定公司经营的14种进口商品以外的商品及技术的进出口业务；开展“三来一补”、进料加工业务；对销贸易和转口贸易；直升机机体、动力装置、机载设备、特种作业设备的维修；石油化工产品的仓储、陆路运输；投资企业所需设备、材料及生产产品的销售(国家有专项专营规定的除外)。"
"000100.XSHE","000100","XSHE",1,"主板","CNY","TCL集团","TCL集团股份有限公司","L","2004-01-30",,"A","沪深A股","CHN",69,12202723782,8177443792,8177443792,"广东省惠州市仲恺高新区惠风三路17号TCL科技大厦","研究、开发、生产、销售电子产品及通讯设备，五金、交电，VCD、DVD视盘机，家庭影院系统，电子计算机及配件，电池，数字卫星电视接收机，建筑材料、普通机械。电子计算机技术服务，货运仓储，影视器材维修，废旧物资回收。在合法取得的土地上进行房地产开发。经营进出口贸易（国家禁止进出口的商品和技术除外）。"
"000150.XSHE","000150","XSHE",1,"主板","CNY","宜华健康","宜华健康医疗股份有限公司","L","2000-08-07",,"A","沪深A股","CHN",70,447804877,324000000,324000000,"广东省汕头市澄海区文冠路口右侧宜都花园","医院后勤管理服务，医疗行业计算机软硬件的技术开发，养老产业项目投资、策划、服务；绿色有机食品产业项目投资、开发；节能环保产业项目投资、开发，高新技术产品项目投资、开发；医疗器械经营；房地产开发与经营、销售、租赁；房屋工程设计、楼宇维修和拆迁，道路与土方工程施工；冷气工程及管道安装；对外投资；项目投资；资本经营管理和咨询。"
